Severity,Start_Time,Weather_Condition,Visibility(mi),Precipitation(in),Sunrise_Sunset,Start_Lat,Start_Lng,State
2,2022-03-19 15:00:00,Fog,8.13,0.42,Day,37.852227,-100.983178,NY
4,2022-03-19 16:00:00,Cloudy,4.3,1.31,Day,25.347976,-124.631385,NY
2,2022-03-19 17:00:00,Snow,2.29,1.02,Night,35.650319,-107.893133,IL
2,2022-03-19 18:00:00,Fog,7.71,0.46,Night,29.283047,-104.578466,NC
1,2022-03-19 19:00:00,Rain,1.36,0.81,Day,33.838433,-68.082554,PA
1,2022-03-19 20:00:00,Rain,5.39,0.75,Night,41.200818,-85.996333,GA
2,2022-03-19 21:00:00,Fog,1.11,1.97,Day,33.423131,-92.929276,PA
3,2022-03-19 22:00:00,Snow,3.89,1.71,Night,33.192157,-117.504017,IL
1,2022-03-19 23:00:00,Fog,6.21,0.78,Day,48.778018,-101.924844,IL
3,2022-03-20 00:00:00,Snow,5.78,1.83,Day,42.251553,-122.889903,NY
2,2022-03-20 01:00:00,Snow,4.34,0.69,Night,37.332681,-80.06056,MI
2,2022-03-20 02:00:00,Cloudy,4.58,1.34,Day,38.905016,-115.396175,MI
4,2022-03-20 03:00:00,Thunderstorm,2.65,1.93,Night,39.884383,-89.928294,PA
1,2022-03-20 04:00:00,Rain,4.83,0.78,Day,25.58981,-83.735899,NY
2,2022-03-20 05:00:00,Rain,9.56,1.36,Day,26.92635,-103.375961,TX
4,2022-03-20 06:00:00,Snow,8.58,0.59,Day,40.580544,-87.677004,TX
1,2022-03-20 07:00:00,Rain,1.88,0.53,Night,33.747253,-79.910261,GA
2,2022-03-20 08:00:00,Clear,0.78,1.15,Day,26.330657,-114.136696,NY
2,2022-03-20 09:00:00,Snow,9.37,1.96,Night,32.140318,-89.549241,NC
1,2022-03-20 10:00:00,Rain,5.5,0.91,Night,28.126802,-81.700895,IL
1,2022-03-20 11:00:00,Clear,5.61,1.88,Night,46.991532,-103.934163,PA
1,2022-03-20 12:00:00,Cloudy,7.92,1.83,Night,29.870209,-115.413022,OH
2,2022-03-20 13:00:00,Rain,3.49,0.51,Day,28.448589,-108.119155,IL
2,2022-03-20 14:00:00,Clear,5.08,0.8,Day,40.028052,-69.948595,NY
4,2022-03-20 15:00:00,Fog,9.7,1.29,Day,37.525886,-103.910571,MI
3,2022-03-20 16:00:00,Thunderstorm,6.89,1.04,Day,38.822379,-118.645665,NC
1,2022-03-20 17:00:00,Fog,1.96,0.19,Night,35.462756,-120.119136,IL
2,2022-03-20 18:00:00,Clear,1.77,1.99,Night,36.212063,-114.350791,FL
2,2022-03-20 19:00:00,Snow,2.44,1.51,Night,43.691141,-117.476772,NY
1,2022-03-20 20:00:00,Snow,7.78,0.88,Day,30.278132,-95.792424,NY
3,2022-03-20 21:00:00,Rain,3.31,1.24,Night,34.516703,-104.494465,GA
1,2022-03-20 22:00:00,Fog,0.7,0.18,Night,47.987809,-75.357066,PA
3,2022-03-20 23:00:00,Snow,9.47,0.99,Day,29.559657,-73.016367,GA
2,2022-03-21 00:00:00,Snow,2.11,1.86,Day,32.050566,-97.076516,GA
3,2022-03-21 01:00:00,Fog,0.59,1.79,Day,29.597606,-72.576901,IL
4,2022-03-21 02:00:00,Cloudy,2.75,0.67,Day,25.491892,-98.422763,PA
2,2022-03-21 03:00:00,Snow,2.73,1.06,Day,31.475918,-87.124235,TX
4,2022-03-21 04:00:00,Thunderstorm,4.51,1.39,Day,26.115219,-115.410445,CA
1,2022-03-21 05:00:00,Clear,9.24,0.68,Day,28.712443,-121.897629,OH
1,2022-03-21 06:00:00,Rain,8.85,0.13,Night,33.70437,-115.554975,MI
1,2022-03-21 07:00:00,Snow,4.84,1.01,Night,25.497309,-110.141131,MI
3,2022-03-21 08:00:00,Thunderstorm,4.4,1.2,Night,43.070958,-80.692068,OH
2,2022-03-21 09:00:00,Thunderstorm,5.77,0.01,Day,44.094136,-114.763191,TX
1,2022-03-21 10:00:00,Snow,2.81,0.19,Day,34.873931,-117.291373,FL
1,2022-03-21 11:00:00,Cloudy,1.0,0.41,Night,48.631984,-70.271047,GA
2,2022-03-21 12:00:00,Clear,9.42,0.7,Day,41.295854,-84.360657,NY
1,2022-03-21 13:00:00,Rain,2.27,1.08,Night,42.849322,-97.07497,PA
4,2022-03-21 14:00:00,Snow,2.38,0.59,Day,29.61521,-119.396865,OH
2,2022-03-21 15:00:00,Rain,4.99,0.55,Night,45.098503,-74.744336,GA
2,2022-03-21 16:00:00,Fog,5.17,1.74,Night,47.681114,-118.612753,CA
2,2022-03-21 17:00:00,Thunderstorm,0.68,0.29,Day,30.671444,-88.948255,OH
4,2022-03-21 18:00:00,Thunderstorm,1.91,0.99,Day,41.475143,-85.607087,FL
2,2022-03-21 19:00:00,Snow,4.09,1.91,Day,42.926585,-101.39181,PA
4,2022-03-21 20:00:00,Snow,7.0,1.25,Day,32.32406,-71.238213,CA
2,2022-03-21 21:00:00,Fog,2.67,1.43,Night,36.400216,-122.008664,FL
3,2022-03-21 22:00:00,Cloudy,4.52,0.86,Night,27.340938,-76.731103,PA
1,2022-03-21 23:00:00,Snow,5.79,0.04,Night,29.154275,-92.326131,CA
3,2022-03-22 00:00:00,Thunderstorm,8.94,1.29,Night,26.477693,-88.93898,TX
1,2022-03-22 01:00:00,Rain,3.6,1.26,Night,38.443972,-66.777292,FL
4,2022-03-22 02:00:00,Clear,1.77,0.22,Night,40.00631,-90.62378,GA
3,2022-03-22 03:00:00,Rain,5.15,0.92,Day,46.98687,-77.975349,PA
2,2022-03-22 04:00:00,Cloudy,7.59,1.83,Night,38.012435,-115.941685,PA
1,2022-03-22 05:00:00,Clear,1.54,0.41,Day,31.254673,-77.251914,FL
1,2022-03-22 06:00:00,Rain,4.53,0.92,Night,26.427365,-80.096698,NC
3,2022-03-22 07:00:00,Rain,0.67,0.92,Day,46.238873,-67.881506,NC
4,2022-03-22 08:00:00,Fog,0.82,1.62,Day,36.492594,-69.793073,TX
3,2022-03-22 09:00:00,Cloudy,5.09,1.65,Night,42.695728,-112.374794,GA
4,2022-03-22 10:00:00,Thunderstorm,3.33,1.52,Day,25.351584,-97.568945,CA
4,2022-03-22 11:00:00,Fog,8.53,0.73,Night,36.715334,-71.222492,PA
1,2022-03-22 12:00:00,Clear,6.22,0.14,Day,32.817343,-87.194861,OH
3,2022-03-22 13:00:00,Thunderstorm,4.81,0.7,Night,25.727951,-97.641677,GA
3,2022-03-22 14:00:00,Fog,4.38,1.36,Day,43.616147,-118.572613,GA
4,2022-03-22 15:00:00,Cloudy,5.22,1.41,Night,37.30964,-104.246304,IL
3,2022-03-22 16:00:00,Snow,0.88,1.93,Night,32.996326,-85.750843,OH
2,2022-03-22 17:00:00,Snow,8.98,0.91,Night,44.339164,-79.162046,NY
2,2022-03-22 18:00:00,Clear,9.98,1.26,Day,35.726163,-98.617152,MI
3,2022-03-22 19:00:00,Snow,2.22,1.08,Night,25.083951,-121.705175,OH
3,2022-03-22 20:00:00,Fog,1.64,0.3,Night,47.666743,-87.642841,OH
4,2022-03-22 21:00:00,Clear,1.86,0.92,Night,31.136386,-70.626403,NC
2,2022-03-22 22:00:00,Thunderstorm,6.78,1.09,Night,44.933813,-95.711766,TX
2,2022-03-22 23:00:00,Cloudy,6.78,1.9,Day,44.593969,-70.222943,GA
1,2022-03-23 00:00:00,Clear,8.56,0.73,Day,28.896974,-104.108057,NC
4,2022-03-23 01:00:00,Thunderstorm,7.64,1.96,Day,36.376064,-72.70442,FL
1,2022-03-23 02:00:00,Clear,4.77,1.08,Night,25.964775,-78.605955,GA
2,2022-03-23 03:00:00,Rain,6.32,0.48,Day,33.50924,-68.257249,CA
4,2022-03-23 04:00:00,Rain,7.04,0.38,Day,42.543492,-78.329747,MI
3,2022-03-23 05:00:00,Clear,5.37,0.28,Day,30.689667,-106.032695,PA
4,2022-03-23 06:00:00,Snow,5.02,0.91,Day,27.81107,-71.866516,CA
3,2022-03-23 07:00:00,Rain,6.63,0.04,Day,37.170965,-85.485866,CA
3,2022-03-23 08:00:00,Cloudy,5.8,0.89,Day,37.887673,-115.43791,IL
4,2022-03-23 09:00:00,Thunderstorm,6.62,1.98,Night,41.219894,-122.28806,PA
3,2022-03-23 10:00:00,Fog,6.32,1.34,Night,43.219306,-103.415109,PA
1,2022-03-23 11:00:00,Rain,7.33,1.52,Day,41.699429,-78.575015,TX
2,2022-03-23 12:00:00,Clear,6.61,0.24,Night,45.289893,-88.525339,MI
3,2022-03-23 13:00:00,Snow,5.44,0.95,Night,30.349755,-93.899498,NC
1,2022-03-23 14:00:00,Fog,6.98,0.57,Night,38.674402,-124.78007,PA
3,2022-03-23 15:00:00,Thunderstorm,4.77,1.79,Night,33.642289,-99.305459,FL
2,2022-03-23 16:00:00,Thunderstorm,2.8,0.36,Night,48.090697,-115.69432,OH
1,2022-03-23 17:00:00,Rain,0.51,0.92,Day,35.566709,-98.180524,IL
2,2022-03-23 18:00:00,Thunderstorm,5.82,1.18,Day,48.033134,-66.485551,IL
2,2022-03-23 19:00:00,Thunderstorm,6.11,1.03,Night,43.457576,-73.107209,PA
1,2022-03-23 20:00:00,Snow,9.73,1.66,Day,42.243133,-106.672794,NY
1,2022-03-23 21:00:00,Snow,3.93,0.46,Day,36.797529,-89.983064,IL
1,2022-03-23 22:00:00,Snow,4.24,0.75,Day,35.641075,-95.376381,OH
4,2022-03-23 23:00:00,Clear,2.42,1.58,Day,37.637157,-117.327227,GA
1,2022-03-24 00:00:00,Thunderstorm,1.17,1.06,Day,32.047194,-66.601416,TX
1,2022-03-24 01:00:00,Thunderstorm,7.84,0.8,Day,46.708239,-99.914666,NY
1,2022-03-24 02:00:00,Thunderstorm,2.87,0.06,Day,44.063936,-95.166117,OH
1,2022-03-24 03:00:00,Cloudy,6.28,1.51,Night,44.233501,-86.791641,FL
3,2022-03-24 04:00:00,Snow,7.03,1.94,Night,35.395686,-113.698873,PA
4,2022-03-24 05:00:00,Fog,4.98,1.24,Night,26.706135,-111.88863,MI
2,2022-03-24 06:00:00,Rain,8.83,1.71,Day,41.393856,-113.639053,OH
1,2022-03-24 07:00:00,Fog,4.72,1.03,Night,33.985926,-102.316533,NC
3,2022-03-24 08:00:00,Clear,3.21,0.46,Day,45.890327,-113.21906,IL
3,2022-03-24 09:00:00,Clear,9.01,0.03,Night,43.728123,-70.342638,TX
3,2022-03-24 10:00:00,Thunderstorm,8.68,1.31,Night,28.487875,-82.855471,NC
2,2022-03-24 11:00:00,Fog,2.06,0.99,Day,39.441178,-72.027701,IL
1,2022-03-24 12:00:00,Thunderstorm,0.75,1.56,Night,41.613134,-74.939436,MI
4,2022-03-24 13:00:00,Cloudy,1.35,1.39,Day,38.635302,-83.514035,TX
4,2022-03-24 14:00:00,Clear,3.22,1.98,Night,37.337012,-110.677975,CA
3,2022-03-24 15:00:00,Clear,9.74,1.02,Night,30.468714,-88.696187,NY
2,2022-03-24 16:00:00,Fog,5.81,0.85,Day,30.661764,-114.008367,TX
2,2022-03-24 17:00:00,Clear,4.05,0.57,Night,43.432195,-117.183913,OH
2,2022-03-24 18:00:00,Cloudy,8.94,0.95,Night,25.448555,-87.678061,OH
4,2022-03-24 19:00:00,Cloudy,4.8,1.75,Night,43.693842,-88.14709,FL
3,2022-03-24 20:00:00,Cloudy,3.49,0.08,Night,37.64317,-115.759294,MI
1,2022-03-24 21:00:00,Rain,9.44,1.96,Night,47.469344,-104.206766,CA
4,2022-03-24 22:00:00,Cloudy,8.57,1.99,Day,48.935717,-121.089411,TX
3,2022-03-24 23:00:00,Cloudy,8.51,1.2,Day,40.92363,-82.771746,GA
3,2022-03-25 00:00:00,Rain,5.37,0.66,Day,34.894173,-66.737757,NY
1,2022-03-25 01:00:00,Thunderstorm,8.0,0.45,Day,36.402062,-81.345537,FL
1,2022-03-25 02:00:00,Snow,2.2,0.55,Day,29.90117,-75.195022,MI
1,2022-03-25 03:00:00,Clear,5.95,0.1,Day,27.381624,-96.895749,OH
2,2022-03-25 04:00:00,Cloudy,9.85,0.95,Night,38.890321,-119.360539,MI
1,2022-03-25 05:00:00,Clear,3.26,0.11,Day,44.331882,-82.130215,NY
3,2022-03-25 06:00:00,Fog,8.05,1.44,Day,31.282396,-109.865308,TX
1,2022-03-25 07:00:00,Clear,5.16,0.74,Night,35.071667,-102.090657,FL
3,2022-03-25 08:00:00,Thunderstorm,0.88,0.4,Night,38.314568,-83.517144,NY
4,2022-03-25 09:00:00,Rain,7.75,1.09,Day,46.789548,-71.617713,CA
2,2022-03-25 10:00:00,Clear,2.1,1.95,Night,28.327149,-96.311306,GA
4,2022-03-25 11:00:00,Clear,6.5,1.39,Night,30.685196,-68.265271,GA
4,2022-03-25 12:00:00,Clear,1.31,0.98,Night,47.044731,-94.325692,PA
3,2022-03-25 13:00:00,Snow,9.5,1.55,Night,25.948854,-117.771884,IL
4,2022-03-25 14:00:00,Snow,3.27,1.47,Day,40.746775,-94.412409,NY
3,2022-03-25 15:00:00,Fog,2.65,1.78,Day,40.348621,-74.222965,FL
1,2022-03-25 16:00:00,Rain,1.73,0.41,Night,34.198106,-93.255337,FL
1,2022-03-25 17:00:00,Clear,9.49,1.72,Night,36.235952,-80.882434,NY
3,2022-03-25 18:00:00,Clear,7.26,0.6,Night,45.518031,-92.670501,IL
1,2022-03-25 19:00:00,Clear,7.55,1.88,Day,28.95957,-92.782781,TX
2,2022-03-25 20:00:00,Clear,5.24,0.56,Night,30.557619,-108.199107,IL
4,2022-03-25 21:00:00,Snow,5.01,1.85,Day,37.29641,-113.125631,GA
2,2022-03-25 22:00:00,Thunderstorm,1.55,1.93,Day,34.83389,-108.543791,NC
4,2022-03-25 23:00:00,Thunderstorm,5.82,0.29,Night,38.78494,-98.990564,NY
1,2022-03-26 00:00:00,Fog,2.85,1.95,Night,47.10014,-77.234183,PA
2,2022-03-26 01:00:00,Cloudy,9.78,0.17,Night,47.010448,-76.089525,GA
1,2022-03-26 02:00:00,Rain,8.07,0.44,Night,30.52044,-115.360709,MI
4,2022-03-26 03:00:00,Thunderstorm,4.42,0.89,Night,32.251471,-92.38156,TX
3,2022-03-26 04:00:00,Clear,1.94,1.99,Night,28.889648,-100.454364,MI
3,2022-03-26 05:00:00,Thunderstorm,7.96,0.98,Night,47.266969,-91.314792,TX
2,2022-03-26 06:00:00,Fog,1.66,1.1,Day,34.548739,-86.79022,NC
1,2022-03-26 07:00:00,Cloudy,2.3,1.39,Day,35.792923,-108.502892,IL
1,2022-03-26 08:00:00,Thunderstorm,2.51,1.94,Day,44.263379,-70.764699,MI
2,2022-03-26 09:00:00,Fog,5.79,1.57,Night,37.311363,-69.808559,NC
3,2022-03-26 10:00:00,Snow,7.98,0.45,Day,27.874132,-118.783893,MI
4,2022-03-26 11:00:00,Cloudy,3.49,0.61,Day,35.508369,-83.52191,OH
2,2022-03-26 12:00:00,Fog,1.3,0.2,Night,40.132577,-123.039308,PA
4,2022-03-26 13:00:00,Thunderstorm,4.91,1.29,Day,42.261018,-122.252736,NC
3,2022-03-26 14:00:00,Snow,7.61,0.36,Night,40.488444,-68.489805,NC
1,2022-03-26 15:00:00,Fog,2.61,0.51,Day,27.860337,-84.003665,TX
3,2022-03-26 16:00:00,Fog,2.59,1.78,Night,32.304269,-105.852044,GA
2,2022-03-26 17:00:00,Thunderstorm,9.5,0.65,Night,42.605551,-85.477218,GA
1,2022-03-26 18:00:00,Cloudy,9.56,1.13,Night,46.124565,-75.095732,TX
2,2022-03-26 19:00:00,Snow,9.91,0.8,Day,26.132474,-73.616695,MI
2,2022-03-26 20:00:00,Clear,8.17,0.15,Night,26.013499,-123.789333,OH
3,2022-03-26 21:00:00,Rain,2.29,0.73,Day,40.441709,-76.724548,CA
2,2022-03-26 22:00:00,Cloudy,2.51,0.82,Day,38.153108,-74.66104,PA
3,2022-03-26 23:00:00,Snow,3.73,1.79,Night,28.728137,-89.861358,PA
1,2022-03-27 00:00:00,Fog,3.52,0.65,Day,38.158998,-96.685673,MI
3,2022-03-27 01:00:00,Snow,9.59,0.76,Day,48.387696,-118.451064,PA
1,2022-03-27 02:00:00,Rain,8.0,1.57,Day,40.141605,-110.862783,TX
3,2022-03-27 03:00:00,Thunderstorm,7.38,1.52,Night,35.779388,-96.061378,FL
4,2022-03-27 04:00:00,Rain,2.27,1.6,Day,44.86078,-73.960297,IL
4,2022-03-27 05:00:00,Clear,9.14,1.91,Day,30.10774,-77.615073,CA
2,2022-03-27 06:00:00,Clear,8.36,1.59,Day,34.943834,-95.740155,IL
3,2022-03-27 07:00:00,Rain,2.05,0.82,Day,37.666429,-78.648006,IL
3,2022-03-27 08:00:00,Cloudy,8.78,1.64,Day,37.108957,-79.821731,OH
1,2022-03-27 09:00:00,Cloudy,3.09,1.02,Day,47.103339,-90.838094,NC
2,2022-03-27 10:00:00,Fog,1.27,0.56,Night,32.024035,-112.000798,NC
3,2022-03-27 11:00:00,Clear,6.74,0.61,Night,26.356089,-104.467778,NY
2,2022-03-27 12:00:00,Fog,6.71,0.45,Night,46.993053,-115.320192,TX
4,2022-03-27 13:00:00,Clear,1.4,0.29,Night,30.209624,-124.57812,PA
3,2022-03-27 14:00:00,Rain,3.53,0.37,Day,34.096671,-120.249,CA
3,2022-03-27 15:00:00,Cloudy,9.93,0.13,Day,37.741399,-80.182088,PA
2,2022-03-27 16:00:00,Cloudy,6.95,1.78,Day,48.421131,-123.024317,MI
3,2022-03-27 17:00:00,Rain,7.44,1.86,Day,37.846443,-101.408694,FL
2,2022-03-27 18:00:00,Fog,2.52,1.17,Night,35.745839,-66.83896,OH
3,2022-03-27 19:00:00,Fog,1.25,1.68,Night,39.007324,-78.080886,OH
1,2022-03-27 20:00:00,Snow,3.13,0.37,Day,48.299396,-80.713561,FL
2,2022-03-27 21:00:00,Clear,2.86,1.8,Day,44.63067,-108.792183,PA
3,2022-03-27 22:00:00,Fog,2.73,1.01,Day,29.055235,-87.137917,NC
4,2022-03-27 23:00:00,Rain,2.33,0.13,Night,44.27824,-95.576001,NY
3,2022-03-28 00:00:00,Fog,5.96,0.28,Night,45.186377,-88.19436,TX
4,2022-03-28 01:00:00,Cloudy,3.62,0.62,Night,41.576658,-99.286849,FL
4,2022-03-28 02:00:00,Clear,8.29,0.09,Day,40.773603,-93.673181,CA
1,2022-03-28 03:00:00,Thunderstorm,2.25,0.62,Day,35.581048,-66.684621,PA
2,2022-03-28 04:00:00,Snow,4.91,0.12,Day,40.400689,-105.570542,NC
3,2022-03-28 05:00:00,Clear,0.63,0.47,Night,42.701799,-112.229286,TX
1,2022-03-28 06:00:00,Cloudy,5.08,0.53,Night,27.947686,-98.538828,FL
3,2022-03-28 07:00:00,Cloudy,1.03,1.99,Night,31.175919,-94.06509,FL
4,2022-03-28 08:00:00,Cloudy,9.79,0.47,Day,29.657965,-119.947899,OH
2,2022-03-28 09:00:00,Cloudy,8.01,0.48,Night,45.189084,-77.447651,MI
3,2022-03-28 10:00:00,Rain,5.16,1.37,Day,41.320062,-100.098886,OH
3,2022-03-28 11:00:00,Snow,1.32,1.72,Day,35.818685,-100.621977,CA
4,2022-03-28 12:00:00,Thunderstorm,6.13,0.77,Day,44.825338,-86.128449,FL
3,2022-03-28 13:00:00,Cloudy,7.71,1.75,Night,42.202752,-79.378584,CA
3,2022-03-28 14:00:00,Cloudy,2.31,0.68,Night,46.926234,-66.829524,NC
4,2022-03-28 15:00:00,Fog,5.9,0.39,Night,26.843368,-114.762338,OH
1,2022-03-28 16:00:00,Snow,8.24,0.66,Night,37.219777,-104.612215,PA
4,2022-03-28 17:00:00,Clear,7.8,1.22,Night,41.96195,-115.072821,OH
1,2022-03-28 18:00:00,Snow,8.13,0.73,Night,29.979836,-73.029553,FL
2,2022-03-28 19:00:00,Snow,8.85,1.35,Day,32.85103,-92.638899,FL
1,2022-03-28 20:00:00,Thunderstorm,9.41,0.47,Night,35.05543,-74.706034,CA
1,2022-03-28 21:00:00,Snow,4.35,1.4,Night,44.063815,-66.871708,PA
2,2022-03-28 22:00:00,Thunderstorm,5.9,0.69,Day,36.845829,-92.537806,OH
1,2022-03-28 23:00:00,Cloudy,8.01,0.91,Night,36.828881,-118.029043,FL
4,2022-03-29 00:00:00,Cloudy,7.12,1.12,Night,35.341303,-103.685204,PA
1,2022-03-29 01:00:00,Rain,9.96,1.37,Day,30.486138,-122.864831,MI
2,2022-03-29 02:00:00,Thunderstorm,0.63,0.48,Night,47.153717,-74.891244,CA
4,2022-03-29 03:00:00,Thunderstorm,3.87,1.67,Day,32.627227,-123.94467,OH
2,2022-03-29 04:00:00,Clear,3.17,1.44,Day,38.619176,-90.061086,GA
2,2022-03-29 05:00:00,Fog,2.99,0.47,Day,28.570714,-118.738136,GA
3,2022-03-29 06:00:00,Snow,2.61,1.95,Night,35.421841,-124.554087,CA
3,2022-03-29 07:00:00,Clear,7.24,1.33,Day,46.691284,-109.887124,NY
2,2022-03-29 08:00:00,Thunderstorm,1.31,0.9,Night,48.891166,-92.440721,NC
2,2022-03-29 09:00:00,Clear,7.55,0.32,Day,33.682045,-120.569813,TX
2,2022-03-29 10:00:00,Rain,7.09,1.07,Night,28.695773,-88.721615,CA
3,2022-03-29 11:00:00,Fog,2.88,0.33,Day,32.546837,-85.352459,IL
3,2022-03-29 12:00:00,Thunderstorm,2.9,0.86,Night,32.853802,-67.787812,CA
1,2022-03-29 13:00:00,Thunderstorm,6.47,0.82,Night,40.468211,-71.927312,IL
1,2022-03-29 14:00:00,Snow,7.74,1.44,Night,36.907761,-91.559325,CA
2,2022-03-29 15:00:00,Fog,8.83,0.38,Night,43.443033,-78.191476,IL
4,2022-03-29 16:00:00,Rain,8.6,1.64,Night,41.831279,-103.545176,NC
4,2022-03-29 17:00:00,Cloudy,9.67,0.65,Night,31.031409,-90.442979,PA
3,2022-03-29 18:00:00,Clear,6.02,0.89,Night,43.822137,-101.202104,NY
3,2022-03-29 19:00:00,Snow,9.13,1.54,Night,45.339085,-105.114536,GA
3,2022-03-29 20:00:00,Thunderstorm,8.18,1.25,Night,39.361365,-82.06927,NY
2,2022-03-29 21:00:00,Cloudy,9.0,0.62,Day,47.264025,-107.496438,NY
4,2022-03-29 22:00:00,Rain,0.61,0.77,Day,43.790755,-102.547416,NC
1,2022-03-29 23:00:00,Fog,9.68,0.61,Day,39.289502,-103.336877,CA
2,2022-03-30 00:00:00,Clear,5.0,1.19,Day,46.747984,-73.646198,FL
1,2022-03-30 01:00:00,Snow,8.08,0.67,Day,39.408604,-114.946136,NY
1,2022-03-30 02:00:00,Thunderstorm,1.71,1.45,Night,37.508587,-102.492928,GA
2,2022-03-30 03:00:00,Thunderstorm,4.26,1.16,Day,33.5502,-72.615682,CA
1,2022-03-30 04:00:00,Cloudy,3.08,0.29,Day,46.18872,-124.097039,FL
4,2022-03-30 05:00:00,Cloudy,3.27,0.62,Day,27.945452,-69.075847,TX
1,2022-03-30 06:00:00,Clear,1.67,0.44,Day,36.364065,-71.964875,IL
4,2022-03-30 07:00:00,Fog,8.15,0.78,Night,37.89792,-100.346959,NC
4,2022-03-30 08:00:00,Rain,0.59,1.03,Night,38.313979,-86.471508,MI
4,2022-03-30 09:00:00,Fog,3.47,1.01,Day,40.645356,-66.527067,NC
3,2022-03-30 10:00:00,Fog,2.16,1.51,Day,37.139095,-92.258046,MI
1,2022-03-30 11:00:00,Fog,6.1,0.38,Day,31.163636,-119.282977,PA
2,2022-03-30 12:00:00,Clear,2.92,1.89,Day,45.566666,-74.63518,FL
2,2022-03-30 13:00:00,Clear,2.96,0.69,Night,40.780608,-117.085055,GA
1,2022-03-30 14:00:00,Rain,5.14,0.6,Night,45.596508,-109.820972,NC
3,2022-03-30 15:00:00,Fog,6.7,1.37,Night,31.625044,-73.462594,NC
3,2022-03-30 16:00:00,Clear,1.65,1.61,Day,40.289365,-109.894277,CA
4,2022-03-30 17:00:00,Rain,2.17,0.76,Night,42.14017,-81.03993,MI
1,2022-03-30 18:00:00,Thunderstorm,2.85,1.49,Day,34.201724,-98.587253,PA
1,2022-03-30 19:00:00,Rain,9.75,1.77,Night,44.493859,-80.174812,MI
2,2022-03-30 20:00:00,Fog,4.27,1.53,Night,25.060211,-111.291218,NC
1,2022-03-30 21:00:00,Snow,6.19,0.07,Day,39.278074,-100.245634,FL
3,2022-03-30 22:00:00,Fog,2.79,1.65,Night,39.725643,-106.228481,OH
1,2022-03-30 23:00:00,Snow,5.16,1.55,Night,37.812234,-110.306402,NC
2,2022-03-31 00:00:00,Rain,1.2,1.34,Day,40.121164,-106.448638,TX
4,2022-03-31 01:00:00,Thunderstorm,0.83,1.52,Night,29.013445,-105.94346,TX
2,2022-03-31 02:00:00,Thunderstorm,4.95,1.96,Night,41.434756,-68.632687,PA
2,2022-03-31 03:00:00,Clear,4.29,0.86,Day,33.058935,-93.53941,GA
4,2022-03-31 04:00:00,Thunderstorm,1.8,0.13,Night,35.84929,-97.738921,MI
2,2022-03-31 05:00:00,Cloudy,7.03,0.92,Day,32.994625,-95.304204,PA
2,2022-03-31 06:00:00,Rain,9.93,0.09,Day,36.374469,-66.228272,GA
1,2022-03-31 07:00:00,Clear,4.26,0.59,Day,39.917661,-86.438243,NY
1,2022-03-31 08:00:00,Thunderstorm,6.43,1.17,Day,45.120243,-83.494288,NC
4,2022-03-31 09:00:00,Rain,9.65,0.62,Day,36.602441,-106.496312,NY
1,2022-03-31 10:00:00,Fog,8.4,1.37,Day,32.757372,-97.179275,PA
1,2022-03-31 11:00:00,Thunderstorm,4.9,1.64,Day,36.710605,-114.140142,OH
2,2022-03-31 12:00:00,Snow,7.51,0.84,Day,41.531288,-84.573822,NC
3,2022-03-31 13:00:00,Rain,1.72,1.8,Day,33.320817,-104.674823,PA
1,2022-03-31 14:00:00,Clear,5.36,0.16,Day,34.94277,-80.850986,OH
3,2022-03-31 15:00:00,Fog,3.15,1.68,Day,38.508156,-112.423483,NY
1,2022-03-31 16:00:00,Cloudy,2.03,1.66,Day,32.056222,-101.193321,TX
1,2022-03-31 17:00:00,Fog,4.55,0.64,Day,30.018032,-97.200124,TX
4,2022-03-31 18:00:00,Thunderstorm,1.74,0.6,Night,28.369415,-115.175004,PA
4,2022-03-31 19:00:00,Snow,7.14,0.61,Day,33.46264,-120.894125,TX
4,2022-03-31 20:00:00,Fog,4.83,1.62,Day,26.16023,-106.293006,TX
3,2022-03-31 21:00:00,Cloudy,5.55,1.66,Day,39.003581,-92.851364,TX
2,2022-03-31 22:00:00,Clear,1.89,0.66,Night,29.221825,-86.491942,NY
1,2022-03-31 23:00:00,Rain,1.83,1.19,Day,34.057475,-99.908991,GA
1,2022-04-01 00:00:00,Snow,6.04,0.28,Night,31.461348,-95.483621,OH
1,2022-04-01 01:00:00,Cloudy,9.86,0.94,Day,40.129359,-92.951615,PA
3,2022-04-01 02:00:00,Thunderstorm,1.41,2.0,Night,45.408296,-94.797262,OH
4,2022-04-01 03:00:00,Thunderstorm,3.21,0.32,Night,40.199225,-119.670615,IL
2,2022-04-01 04:00:00,Thunderstorm,8.76,1.9,Night,38.020118,-101.104939,GA
3,2022-04-01 05:00:00,Snow,1.19,1.65,Night,41.05801,-112.944446,GA
4,2022-04-01 06:00:00,Fog,8.82,1.94,Night,25.719775,-93.509578,OH
3,2022-04-01 07:00:00,Snow,5.48,0.36,Day,27.948272,-80.273501,PA
2,2022-04-01 08:00:00,Thunderstorm,4.38,0.43,Day,27.278254,-90.810308,IL
4,2022-04-01 09:00:00,Cloudy,3.44,0.03,Day,27.356732,-111.912511,MI
3,2022-04-01 10:00:00,Rain,3.32,1.45,Night,31.251609,-112.742344,GA
2,2022-04-01 11:00:00,Rain,3.41,1.29,Night,37.769254,-122.81711,OH
